Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
16 1 -8.030786 0.0 -38.6344 15.0631 -104.146 489.093 -2994.99 489.98 -3083.53 0.0 489.98 -3083.53 -26.7519 -38.6344 -2658.9363 16.6575 16.6575
16 2 -8.080408 0.0 -38.9937 15.0665 -104.322 489.093 -2994.99 489.963 -3083.93 0.0 489.963 -3083.93 -25.8416 -38.9937 -2658.8022 16.8678 16.8678
16 3 -8.080408 0.0 -38.9937 15.0665 -104.322 489.093 -2994.99 489.963 -3083.93 0.0 489.963 -3083.93 -25.8416 -38.9937 -2658.8022 16.8678 16.8678
16 4 -8.003714 0.0 -38.2909 14.9965 -103.749 489.093 -2994.99 490.003 -3083.36 0.0 490.003 -3083.36 -26.7528 -38.2909 -2658.401 16.6378 16.6378
16 5 -8.003714 0.0 -38.2909 14.9965 -103.749 489.093 -2994.99 490.003 -3083.36 0.0 490.003 -3083.36 -26.7528 -38.2909 -2658.401 16.6378 16.6378
16 6 -8.003714 0.0 -38.2909 14.9965 -103.749 489.093 -2994.99 490.003 -3083.36 0.0 490.003 -3083.36 -26.7528 -38.2909 -2658.401 16.6378 16.6378
16 7 -8.003714 0.0 -38.2909 14.9965 -103.749 489.093 -2994.99 490.003 -3083.36 0.0 490.003 -3083.36 -26.7528 -38.2909 -2658.401 16.6378 16.6378
17 0 -7.8163943 0.0 -34.7677 15.5392 -84.452 489.093 -2994.99 490.385 -3066.2 0.0 490.385 -3066.2 -47.9363 -34.7677 -2658.519 15.5762 15.5762
17 1 -7.775172 0.0 -34.5749 15.5739 -83.578 489.093 -2994.99 490.4 -3064.92 0.0 490.4 -3064.92 -47.8953 -34.5749 -2656.9902 16.8507 16.8507
17 2 -7.775172 0.0 -34.5749 15.5739 -83.578 489.093 -2994.99 490.4 -3064.92 0.0 490.4 -3064.92 -47.8953 -34.5749 -2656.9902 16.8507 16.8507
